po_number,supplier_id,supplier_name,part_number,expected_date,received_date,qty_ordered,qty_received,inbound_lead_time_days,discrepancy_qty,warehouse_id
PO10605,SUP-001,Supplier A,MN-5544,11-07-2025,21-07-2025,142,133,10,9,WH-01
PO10606,SUP-001,Supplier A,CL-7781,22-06-2024,01-07-2024,306,302,9,4,WH-01
PO10607,SUP-003,Supplier C,BR-2208,03-10-2025,07-10-2025,313,302,4,11,WH-03
PO10608,SUP-003,Supplier C,ZX-9910,08-08-2024,09-08-2024,362,343,1,19,WH-01
PO10609,SUP-001,Supplier A,BR-2208,24-02-2025,05-03-2025,156,120,9,36,WH-03
PO10610,SUP-002,Supplier B,CL-7781,15-10-2024,20-10-2024,253,217,5,36,WH-01
PO10611,SUP-003,Supplier C,MN-5544,27-06-2025,28-06-2025,169,142,1,27,WH-01
PO10612,SUP-003,Supplier C,ZX-9910,22-11-2025,28-11-2025,157,138,6,19,WH-01
PO10613,SUP-002,Supplier B,ZX-9910,15-10-2025,17-10-2025,383,382,2,1,WH-01
PO10614,SUP-003,Supplier C,ZX-9910,08-04-2024,17-04-2024,342,323,9,19,WH-01
PO10615,SUP-001,Supplier A,AX-4312,14-04-2025,24-04-2025,334,334,10,0,WH-01
PO10616,SUP-003,Supplier C,MN-5544,02-11-2025,09-11-2025,84,79,7,5,WH-01
PO10617,SUP-003,Supplier C,ZX-9910,17-01-2026,22-01-2026,294,290,5,4,WH-01
PO10618,SUP-003,Supplier C,BR-2208,22-09-2025,23-09-2025,228,215,1,13,WH-03
PO10619,SUP-003,Supplier C,ZX-9910,28-11-2025,08-12-2025,325,302,10,23,WH-01
PO10620,SUP-002,Supplier B,CL-7781,31-07-2024,11-08-2024,348,315,11,33,WH-01
PO10621,SUP-003,Supplier C,BR-2208,21-09-2024,30-09-2024,355,327,9,28,WH-03
PO10622,SUP-001,Supplier A,CL-7781,14-07-2024,23-07-2024,88,58,9,30,WH-01
PO10623,SUP-003,Supplier C,MN-5544,23-10-2024,31-10-2024,227,205,8,22,WH-01
PO10624,SUP-003,Supplier C,MN-5544,17-07-2025,23-07-2025,389,367,6,22,WH-01
PO10625,SUP-003,Supplier C,BR-2208,06-07-2024,10-07-2024,385,378,4,7,WH-03
PO10626,SUP-003,Supplier C,CL-7781,08-09-2025,10-09-2025,390,390,2,0,WH-01
PO10627,SUP-003,Supplier C,CL-7781,19-06-2025,26-06-2025,313,285,7,28,WH-01
PO10628,SUP-002,Supplier B,AX-4312,19-04-2024,25-04-2024,54,33,6,21,WH-01
PO10629,SUP-002,Supplier B,AX-4312,05-10-2024,07-10-2024,242,217,2,25,WH-01
PO10630,SUP-003,Supplier C,CL-7781,26-08-2024,06-09-2024,163,146,11,17,WH-01
PO10631,SUP-001,Supplier A,BR-2208,26-10-2024,27-10-2024,75,68,1,7,WH-03
PO10632,SUP-002,Supplier B,BR-2208,24-12-2024,01-01-2025,125,99,8,26,WH-03
PO10633,SUP-002,Supplier B,BR-2208,06-08-2025,14-08-2025,394,391,8,3,WH-03
PO10634,SUP-001,Supplier A,BR-2208,18-09-2025,19-09-2025,50,32,1,18,WH-03
PO10635,SUP-002,Supplier B,ZX-9910,29-11-2025,04-12-2025,353,349,5,4,WH-01
PO10636,SUP-002,Supplier B,AX-4312,23-04-2024,02-05-2024,139,112,9,27,WH-01
PO10637,SUP-003,Supplier C,AX-4312,16-12-2025,18-12-2025,241,236,2,5,WH-01
PO10638,SUP-002,Supplier B,CL-7781,26-07-2025,04-08-2025,210,186,9,24,WH-01
PO10639,SUP-003,Supplier C,BR-2208,16-04-2024,25-04-2024,294,282,9,12,WH-03
PO10640,SUP-003,Supplier C,AX-4312,07-06-2024,16-06-2024,373,340,9,33,WH-01
PO10641,SUP-002,Supplier B,CL-7781,08-03-2024,14-03-2024,181,144,6,37,WH-01
PO10642,SUP-001,Supplier A,CL-7781,19-03-2024,22-03-2024,131,119,3,12,WH-01
PO10643,SUP-001,Supplier A,AX-4312,06-11-2024,15-11-2024,328,310,9,18,WH-01
PO10644,SUP-003,Supplier C,AX-4312,12-06-2024,23-06-2024,178,155,11,23,WH-01
PO10645,SUP-003,Supplier C,MN-5544,30-11-2025,06-12-2025,138,118,6,20,WH-01
PO10646,SUP-003,Supplier C,CL-7781,10-06-2025,11-06-2025,125,119,1,6,WH-01
PO10647,SUP-001,Supplier A,MN-5544,10-11-2024,15-11-2024,365,337,5,28,WH-01
PO10648,SUP-001,Supplier A,AX-4312,11-10-2024,20-10-2024,354,323,9,31,WH-01
PO10649,SUP-002,Supplier B,BR-2208,02-10-2025,03-10-2025,340,303,1,37,WH-03
PO10650,SUP-002,Supplier B,MN-5544,02-08-2024,12-08-2024,316,282,10,34,WH-01
PO10651,SUP-003,Supplier C,BR-2208,26-07-2025,03-08-2025,159,146,8,13,WH-03
PO10652,SUP-001,Supplier A,BR-2208,19-08-2024,29-08-2024,314,312,10,2,WH-03
PO10653,SUP-001,Supplier A,BR-2208,04-12-2024,09-12-2024,331,324,5,7,WH-03
PO10654,SUP-002,Supplier B,MN-5544,06-03-2025,08-03-2025,166,138,2,28,WH-01
PO10655,SUP-003,Supplier C,BR-2208,07-07-2024,17-07-2024,202,191,10,11,WH-03
PO10656,SUP-003,Supplier C,ZX-9910,12-10-2025,17-10-2025,353,317,5,36,WH-01
PO10657,SUP-003,Supplier C,CL-7781,13-08-2025,17-08-2025,320,298,4,22,WH-01
PO10658,SUP-001,Supplier A,BR-2208,17-10-2025,23-10-2025,351,331,6,20,WH-03
PO10659,SUP-003,Supplier C,ZX-9910,17-07-2025,24-07-2025,156,141,7,15,WH-01
PO10660,SUP-003,Supplier C,ZX-9910,23-08-2025,28-08-2025,173,159,5,14,WH-01
PO10661,SUP-003,Supplier C,MN-5544,30-09-2024,09-10-2024,341,331,9,10,WH-01
PO10662,SUP-003,Supplier C,CL-7781,24-09-2024,27-09-2024,320,317,3,3,WH-02
PO10663,SUP-002,Supplier B,ZX-9910,25-03-2024,30-03-2024,190,169,5,21,WH-01
PO10664,SUP-003,Supplier C,CL-7781,09-02-2025,12-02-2025,339,326,3,13,WH-01
PO10665,SUP-003,Supplier C,AX-4312,16-10-2024,20-10-2024,101,75,4,26,WH-01
PO10666,SUP-001,Supplier A,ZX-9910,03-08-2024,06-08-2024,185,170,3,15,WH-01
PO10667,SUP-003,Supplier C,BR-2208,21-06-2024,01-07-2024,207,190,10,17,WH-03
PO10668,SUP-002,Supplier B,MN-5544,21-02-2026,23-02-2026,126,123,2,3,WH-01
PO10669,SUP-002,Supplier B,CL-7781,18-03-2025,28-03-2025,394,365,10,29,WH-01
PO10670,SUP-002,Supplier B,ZX-9910,16-02-2026,27-02-2026,312,282,11,30,WH-01
PO10671,SUP-002,Supplier B,MN-5544,25-10-2025,04-11-2025,88,76,10,12,WH-01
PO10672,SUP-001,Supplier A,AX-4312,18-08-2024,25-08-2024,361,326,7,35,WH-01
PO10673,SUP-003,Supplier C,BR-2208,05-08-2024,09-08-2024,312,312,4,0,WH-03
PO10674,SUP-002,Supplier B,BR-2208,27-01-2025,04-02-2025,222,210,8,12,WH-03
PO10675,SUP-003,Supplier C,ZX-9910,02-09-2024,09-09-2024,167,147,7,20,WH-01
PO10676,SUP-001,Supplier A,BR-2208,22-10-2025,28-10-2025,269,261,6,8,WH-03
PO10677,SUP-001,Supplier A,MN-5544,10-12-2024,20-12-2024,58,44,10,14,WH-01
PO10678,SUP-003,Supplier C,AX-4312,23-01-2026,02-02-2026,170,163,10,7,WH-01
PO10679,SUP-002,Supplier B,AX-4312,29-04-2025,07-05-2025,257,232,8,25,WH-01
PO10680,SUP-003,Supplier C,ZX-9910,04-09-2025,15-09-2025,342,339,11,3,WH-01
PO10681,SUP-001,Supplier A,MN-5544,01-10-2025,03-10-2025,201,183,2,18,WH-01
PO10682,SUP-003,Supplier C,MN-5544,18-01-2026,22-01-2026,109,71,4,38,WH-01
PO10683,SUP-003,Supplier C,AX-4312,11-07-2025,21-07-2025,394,377,10,17,WH-01
PO10684,SUP-003,Supplier C,AX-4312,27-04-2025,30-04-2025,213,204,3,9,WH-01
PO10685,SUP-002,Supplier B,CL-7781,17-09-2024,18-09-2024,291,287,1,4,WH-01
PO10686,SUP-003,Supplier C,ZX-9910,30-04-2024,01-05-2024,157,124,1,33,WH-02
PO10687,SUP-002,Supplier B,MN-5544,20-08-2025,21-08-2025,168,148,1,20,WH-01
PO10688,SUP-002,Supplier B,AX-4312,28-08-2025,29-08-2025,199,163,1,36,WH-01
PO10689,SUP-003,Supplier C,MN-5544,12-03-2024,15-03-2024,209,199,3,10,WH-01
PO10690,SUP-001,Supplier A,ZX-9910,28-07-2024,07-08-2024,127,115,10,12,WH-01
PO10691,SUP-003,Supplier C,ZX-9910,16-08-2024,25-08-2024,303,279,9,24,WH-01
PO10692,SUP-002,Supplier B,CL-7781,16-07-2024,18-07-2024,369,335,2,34,WH-01
PO10693,SUP-003,Supplier C,AX-4312,25-08-2024,01-09-2024,134,117,7,17,WH-01
PO10694,SUP-001,Supplier A,ZX-9910,05-11-2024,08-11-2024,91,53,3,38,WH-01
PO10695,SUP-002,Supplier B,AX-4312,31-01-2026,09-02-2026,290,280,9,10,WH-01
PO10696,SUP-001,Supplier A,MN-5544,12-01-2026,19-01-2026,329,311,7,18,WH-01
PO10697,SUP-002,Supplier B,BR-2208,21-10-2025,25-10-2025,267,230,4,37,WH-03
PO10698,SUP-002,Supplier B,AX-4312,28-08-2025,07-09-2025,337,299,10,38,WH-01
PO10699,SUP-002,Supplier B,ZX-9910,19-05-2025,23-05-2025,281,245,4,36,WH-01
PO10700,SUP-001,Supplier A,ZX-9910,05-05-2024,06-05-2024,213,211,1,2,WH-01
PO10701,SUP-001,Supplier A,BR-2208,05-02-2025,14-02-2025,185,153,9,32,WH-03
PO10702,SUP-002,Supplier B,BR-2208,09-08-2025,20-08-2025,119,81,11,38,WH-03
PO10703,SUP-002,Supplier B,ZX-9910,06-08-2024,10-08-2024,318,317,4,1,WH-01
PO10704,SUP-001,Supplier A,CL-7781,19-08-2024,24-08-2024,76,45,5,31,WH-01
PO10705,SUP-001,Supplier A,MN-5544,06-07-2024,11-07-2024,313,276,5,37,WH-01
PO10706,SUP-001,Supplier A,BR-2208,10-06-2024,18-06-2024,99,97,8,2,WH-03
PO10707,SUP-001,Supplier A,MN-5544,24-08-2025,30-08-2025,349,347,6,2,WH-01
PO10708,SUP-003,Supplier C,BR-2208,04-12-2024,10-12-2024,375,374,6,1,WH-03
PO10709,SUP-002,Supplier B,ZX-9910,26-12-2024,02-01-2025,221,220,7,1,WH-02
PO10710,SUP-002,Supplier B,CL-7781,17-01-2026,23-01-2026,258,224,6,34,WH-01
PO10711,SUP-003,Supplier C,ZX-9910,09-05-2024,11-05-2024,335,328,2,7,WH-01
PO10712,SUP-002,Supplier B,ZX-9910,17-03-2025,23-03-2025,349,314,6,35,WH-01
PO10713,SUP-002,Supplier B,CL-7781,04-08-2025,09-08-2025,382,354,5,28,WH-01
PO10714,SUP-003,Supplier C,CL-7781,28-02-2025,09-03-2025,360,345,9,15,WH-01
PO10715,SUP-001,Supplier A,AX-4312,14-07-2024,24-07-2024,207,192,10,15,WH-01
PO10716,SUP-003,Supplier C,BR-2208,12-01-2026,13-01-2026,185,166,1,19,WH-03
PO10717,SUP-001,Supplier A,MN-5544,13-06-2025,16-06-2025,193,164,3,29,WH-01
PO10718,SUP-002,Supplier B,BR-2208,14-09-2025,21-09-2025,397,358,7,39,WH-03
PO10719,SUP-002,Supplier B,AX-4312,13-06-2025,19-06-2025,54,35,6,19,WH-01
PO10720,SUP-002,Supplier B,AX-4312,28-12-2025,05-01-2026,297,297,8,0,WH-01
PO10721,SUP-003,Supplier C,ZX-9910,22-02-2025,03-03-2025,335,315,9,20,WH-01
PO10722,SUP-002,Supplier B,MN-5544,25-08-2025,29-08-2025,280,249,4,31,WH-01
PO10723,SUP-002,Supplier B,ZX-9910,11-08-2025,12-08-2025,321,310,1,11,WH-01
PO10724,SUP-003,Supplier C,MN-5544,03-07-2024,09-07-2024,275,262,6,13,WH-01
PO10725,SUP-001,Supplier A,AX-4312,08-09-2025,12-09-2025,200,199,4,1,WH-01
PO10726,SUP-001,Supplier A,ZX-9910,19-09-2024,28-09-2024,390,389,9,1,WH-01
PO10727,SUP-002,Supplier B,BR-2208,21-11-2024,02-12-2024,298,290,11,8,WH-03
PO10728,SUP-001,Supplier A,MN-5544,26-04-2024,27-04-2024,380,378,1,2,WH-01
PO10729,SUP-003,Supplier C,AX-4312,13-09-2024,17-09-2024,239,217,4,22,WH-01
PO10730,SUP-001,Supplier A,MN-5544,01-07-2024,11-07-2024,245,228,10,17,WH-01
PO10731,SUP-003,Supplier C,AX-4312,15-08-2025,22-08-2025,311,277,7,34,WH-01
PO10732,SUP-003,Supplier C,ZX-9910,28-03-2025,03-04-2025,192,171,6,21,WH-01
PO10733,SUP-001,Supplier A,ZX-9910,11-05-2025,16-05-2025,293,282,5,11,WH-01
PO10734,SUP-001,Supplier A,CL-7781,13-06-2025,14-06-2025,91,54,1,37,WH-01
PO10735,SUP-003,Supplier C,ZX-9910,04-09-2025,06-09-2025,340,311,2,29,WH-01
PO10736,SUP-003,Supplier C,MN-5544,21-12-2024,29-12-2024,207,194,8,13,WH-01
PO10737,SUP-001,Supplier A,MN-5544,14-11-2024,20-11-2024,116,101,6,15,WH-01
PO10738,SUP-003,Supplier C,CL-7781,25-10-2025,01-11-2025,63,55,7,8,WH-01
PO10739,SUP-002,Supplier B,CL-7781,03-05-2024,08-05-2024,212,211,5,1,WH-01
PO10740,SUP-001,Supplier A,MN-5544,24-02-2026,07-03-2026,179,145,11,34,WH-01
PO10741,SUP-002,Supplier B,AX-4312,29-11-2024,01-12-2024,255,236,2,19,WH-01
PO10742,SUP-002,Supplier B,AX-4312,18-06-2024,20-06-2024,305,296,2,9,WH-01
PO10743,SUP-001,Supplier A,BR-2208,08-01-2025,17-01-2025,330,298,9,32,WH-03
PO10744,SUP-003,Supplier C,AX-4312,13-11-2024,17-11-2024,144,131,4,13,WH-01
PO10745,SUP-002,Supplier B,AX-4312,02-03-2025,03-03-2025,159,144,1,15,WH-01
PO10746,SUP-001,Supplier A,ZX-9910,24-09-2024,30-09-2024,287,285,6,2,WH-01
PO10747,SUP-001,Supplier A,ZX-9910,24-03-2025,27-03-2025,74,62,3,12,WH-01
PO10748,SUP-003,Supplier C,CL-7781,21-01-2025,26-01-2025,74,60,5,14,WH-01
PO10749,SUP-003,Supplier C,BR-2208,26-12-2024,30-12-2024,222,211,4,11,WH-03
PO10750,SUP-002,Supplier B,ZX-9910,17-07-2025,21-07-2025,195,167,4,28,WH-01
PO10751,SUP-003,Supplier C,BR-2208,06-05-2024,12-05-2024,209,181,6,28,WH-03
PO10752,SUP-001,Supplier A,BR-2208,04-09-2025,15-09-2025,303,302,11,1,WH-03
PO10753,SUP-001,Supplier A,CL-7781,08-02-2026,15-02-2026,336,332,7,4,WH-01
PO10754,SUP-001,Supplier A,ZX-9910,05-07-2024,08-07-2024,315,291,3,24,WH-01
PO10755,SUP-001,Supplier A,ZX-9910,30-11-2025,02-12-2025,316,286,2,30,WH-01
PO10756,SUP-003,Supplier C,AX-4312,08-11-2024,16-11-2024,132,124,8,8,WH-01
PO10757,SUP-001,Supplier A,BR-2208,19-02-2026,22-02-2026,198,190,3,8,WH-03
PO10758,SUP-002,Supplier B,BR-2208,23-07-2024,26-07-2024,312,297,3,15,WH-03
PO10759,SUP-001,Supplier A,ZX-9910,21-12-2024,22-12-2024,309,306,1,3,WH-01
PO10760,SUP-003,Supplier C,BR-2208,13-07-2024,20-07-2024,89,73,7,16,WH-03
PO10761,SUP-003,Supplier C,ZX-9910,17-04-2025,22-04-2025,357,329,5,28,WH-01
PO10762,SUP-003,Supplier C,CL-7781,22-04-2025,26-04-2025,173,136,4,37,WH-02
PO10763,SUP-001,Supplier A,CL-7781,27-05-2025,03-06-2025,227,191,7,36,WH-01
PO10764,SUP-002,Supplier B,MN-5544,05-12-2025,09-12-2025,240,206,4,34,WH-01
PO10765,SUP-001,Supplier A,MN-5544,06-09-2025,13-09-2025,204,177,7,27,WH-01
PO10766,SUP-003,Supplier C,MN-5544,31-01-2025,06-02-2025,63,57,6,6,WH-01
PO10767,SUP-002,Supplier B,AX-4312,13-09-2024,18-09-2024,135,131,5,4,WH-01
PO10768,SUP-003,Supplier C,MN-5544,08-02-2026,15-02-2026,111,85,7,26,WH-01
PO10769,SUP-001,Supplier A,AX-4312,12-11-2025,17-11-2025,295,258,5,37,WH-01
PO10770,SUP-001,Supplier A,CL-7781,29-08-2025,03-09-2025,187,165,5,22,WH-01
PO10771,SUP-001,Supplier A,ZX-9910,29-11-2025,09-12-2025,114,102,10,12,WH-01
PO10772,SUP-002,Supplier B,ZX-9910,28-06-2025,03-07-2025,291,271,5,20,WH-01
PO10773,SUP-001,Supplier A,CL-7781,13-10-2025,18-10-2025,387,351,5,36,WH-01
PO10774,SUP-001,Supplier A,MN-5544,02-08-2024,06-08-2024,237,227,4,10,WH-01
PO10775,SUP-003,Supplier C,MN-5544,07-02-2025,12-02-2025,357,332,5,25,WH-01
PO10776,SUP-002,Supplier B,AX-4312,03-10-2024,07-10-2024,83,66,4,17,WH-01
PO10777,SUP-001,Supplier A,AX-4312,23-09-2025,01-10-2025,276,248,8,28,WH-01
PO10778,SUP-001,Supplier A,ZX-9910,21-10-2025,25-10-2025,91,71,4,20,WH-01
PO10779,SUP-003,Supplier C,BR-2208,08-03-2024,18-03-2024,162,146,10,16,WH-03
PO10780,SUP-003,Supplier C,ZX-9910,23-06-2025,01-07-2025,178,177,8,1,WH-01
PO10781,SUP-002,Supplier B,AX-4312,01-02-2025,02-02-2025,59,20,1,39,WH-01
PO10782,SUP-001,Supplier A,BR-2208,16-06-2024,21-06-2024,333,323,5,10,WH-03
PO10783,SUP-003,Supplier C,ZX-9910,16-05-2025,23-05-2025,339,332,7,7,WH-01
PO10784,SUP-003,Supplier C,MN-5544,16-04-2024,27-04-2024,263,256,11,7,WH-01
PO10785,SUP-001,Supplier A,MN-5544,09-07-2025,10-07-2025,128,112,1,16,WH-01
PO10786,SUP-002,Supplier B,ZX-9910,29-09-2024,06-10-2024,393,375,7,18,WH-01
PO10787,SUP-001,Supplier A,BR-2208,26-07-2024,31-07-2024,136,100,5,36,WH-03
PO10788,SUP-001,Supplier A,AX-4312,26-05-2025,03-06-2025,382,375,8,7,WH-01
PO10789,SUP-001,Supplier A,MN-5544,25-09-2024,04-10-2024,136,136,9,0,WH-01
PO10790,SUP-003,Supplier C,CL-7781,16-08-2024,19-08-2024,201,185,3,16,WH-01
PO10791,SUP-001,Supplier A,BR-2208,24-09-2025,29-09-2025,197,177,5,20,WH-03
PO10792,SUP-001,Supplier A,MN-5544,01-11-2025,09-11-2025,363,333,8,30,WH-01
PO10793,SUP-003,Supplier C,AX-4312,17-04-2024,21-04-2024,188,174,4,14,WH-01
PO10794,SUP-002,Supplier B,CL-7781,09-04-2024,12-04-2024,77,73,3,4,WH-01
PO10795,SUP-003,Supplier C,MN-5544,19-12-2025,24-12-2025,399,368,5,31,WH-01
PO10796,SUP-001,Supplier A,CL-7781,22-05-2025,30-05-2025,369,360,8,9,WH-01
PO10797,SUP-001,Supplier A,CL-7781,10-05-2025,16-05-2025,160,129,6,31,WH-01
PO10798,SUP-003,Supplier C,BR-2208,17-02-2025,18-02-2025,272,265,1,7,WH-03
PO10799,SUP-003,Supplier C,AX-4312,08-08-2024,16-08-2024,378,377,8,1,WH-01
PO10800,SUP-002,Supplier B,MN-5544,10-05-2025,12-05-2025,98,63,2,35,WH-01
PO10801,SUP-001,Supplier A,BR-2208,25-04-2024,29-04-2024,127,103,4,24,WH-03
PO10802,SUP-003,Supplier C,ZX-9910,14-08-2024,24-08-2024,168,159,10,9,WH-01
PO10803,SUP-002,Supplier B,ZX-9910,04-01-2026,09-01-2026,213,202,5,11,WH-01
PO10804,SUP-003,Supplier C,BR-2208,16-02-2026,27-02-2026,307,295,11,12,WH-03
PO10805,SUP-002,Supplier B,BR-2208,22-06-2024,27-06-2024,209,179,5,30,WH-03
PO10806,SUP-003,Supplier C,ZX-9910,04-05-2024,06-05-2024,60,51,2,9,WH-01
PO10807,SUP-002,Supplier B,CL-7781,12-08-2025,13-08-2025,232,224,1,8,WH-01
PO10808,SUP-002,Supplier B,AX-4312,06-01-2025,15-01-2025,364,351,9,13,WH-01
PO10809,SUP-003,Supplier C,CL-7781,09-02-2025,19-02-2025,163,142,10,21,WH-01
PO10810,SUP-002,Supplier B,CL-7781,20-04-2025,24-04-2025,262,231,4,31,WH-01
PO10811,SUP-002,Supplier B,ZX-9910,07-11-2025,10-11-2025,223,203,3,20,WH-01
PO10812,SUP-003,Supplier C,AX-4312,05-11-2024,08-11-2024,171,140,3,31,WH-01
PO10813,SUP-002,Supplier B,MN-5544,17-05-2024,24-05-2024,88,77,7,11,WH-01
PO10814,SUP-002,Supplier B,CL-7781,04-12-2024,13-12-2024,67,47,9,20,WH-01
PO10815,SUP-003,Supplier C,BR-2208,07-11-2024,12-11-2024,175,168,5,7,WH-03
PO10816,SUP-003,Supplier C,MN-5544,07-05-2024,15-05-2024,287,281,8,6,WH-01
PO10817,SUP-003,Supplier C,MN-5544,08-02-2026,15-02-2026,285,254,7,31,WH-01
PO10818,SUP-002,Supplier B,ZX-9910,31-07-2025,11-08-2025,305,284,11,21,WH-01
PO10819,SUP-002,Supplier B,AX-4312,06-05-2025,12-05-2025,284,260,6,24,WH-01
PO10820,SUP-001,Supplier A,ZX-9910,11-01-2025,17-01-2025,397,369,6,28,WH-01
PO10821,SUP-003,Supplier C,ZX-9910,21-11-2025,23-11-2025,307,279,2,28,WH-01
PO10822,SUP-003,Supplier C,CL-7781,23-09-2024,28-09-2024,332,302,5,30,WH-01
PO10823,SUP-003,Supplier C,BR-2208,28-04-2024,01-05-2024,137,125,3,12,WH-03
PO10824,SUP-001,Supplier A,MN-5544,28-01-2025,03-02-2025,220,184,6,36,WH-01
PO10825,SUP-002,Supplier B,CL-7781,11-03-2025,12-03-2025,233,231,1,2,WH-01
PO10826,SUP-001,Supplier A,ZX-9910,27-06-2024,03-07-2024,68,46,6,22,WH-01
PO10827,SUP-001,Supplier A,AX-4312,22-02-2025,01-03-2025,157,133,7,24,WH-01
PO10828,SUP-001,Supplier A,BR-2208,08-10-2025,13-10-2025,160,153,5,7,WH-03
PO10829,SUP-001,Supplier A,MN-5544,08-11-2024,18-11-2024,235,220,10,15,WH-01
PO10830,SUP-002,Supplier B,MN-5544,09-06-2025,17-06-2025,178,174,8,4,WH-01
PO10831,SUP-003,Supplier C,ZX-9910,31-05-2025,03-06-2025,153,119,3,34,WH-01
PO10832,SUP-003,Supplier C,BR-2208,14-04-2025,24-04-2025,59,39,10,20,WH-03
PO10833,SUP-003,Supplier C,BR-2208,03-08-2025,10-08-2025,268,242,7,26,WH-03
PO10834,SUP-003,Supplier C,BR-2208,05-02-2025,07-02-2025,161,149,2,12,WH-03
PO10835,SUP-001,Supplier A,ZX-9910,03-02-2026,12-02-2026,135,110,9,25,WH-01
PO10836,SUP-002,Supplier B,ZX-9910,08-07-2024,18-07-2024,103,92,10,11,WH-01
PO10837,SUP-001,Supplier A,ZX-9910,27-12-2025,28-12-2025,63,30,1,33,WH-01
PO10838,SUP-001,Supplier A,CL-7781,21-02-2026,26-02-2026,69,59,5,10,WH-01
PO10839,SUP-002,Supplier B,CL-7781,09-07-2024,12-07-2024,272,267,3,5,WH-01
PO10840,SUP-002,Supplier B,MN-5544,27-12-2025,04-01-2026,260,224,8,36,WH-01
PO10841,SUP-001,Supplier A,AX-4312,13-12-2025,23-12-2025,181,178,10,3,WH-01
PO10842,SUP-003,Supplier C,MN-5544,15-03-2024,19-03-2024,73,39,4,34,WH-01
PO10843,SUP-001,Supplier A,CL-7781,07-10-2025,17-10-2025,342,305,10,37,WH-01
PO10844,SUP-002,Supplier B,BR-2208,21-11-2024,26-11-2024,359,320,5,39,WH-03
PO10845,SUP-002,Supplier B,ZX-9910,24-06-2024,01-07-2024,251,214,7,37,WH-01
PO10846,SUP-001,Supplier A,BR-2208,20-05-2024,24-05-2024,237,218,4,19,WH-03
PO10847,SUP-001,Supplier A,CL-7781,12-02-2026,13-02-2026,168,162,1,6,WH-01
PO10848,SUP-001,Supplier A,BR-2208,22-06-2025,26-06-2025,270,257,4,13,WH-03
PO10849,SUP-003,Supplier C,ZX-9910,29-09-2024,02-10-2024,265,229,3,36,WH-01
PO10850,SUP-002,Supplier B,ZX-9910,03-05-2024,13-05-2024,104,101,10,3,WH-01
PO10851,SUP-002,Supplier B,MN-5544,13-05-2024,21-05-2024,303,280,8,23,WH-01
PO10852,SUP-002,Supplier B,CL-7781,08-05-2025,10-05-2025,207,190,2,17,WH-01
PO10853,SUP-003,Supplier C,BR-2208,21-09-2024,24-09-2024,208,190,3,18,WH-03
PO10854,SUP-003,Supplier C,CL-7781,08-01-2026,09-01-2026,368,350,1,18,WH-01
PO10855,SUP-001,Supplier A,AX-4312,19-03-2025,25-03-2025,201,190,6,11,WH-01
PO10856,SUP-002,Supplier B,BR-2208,24-05-2025,03-06-2025,166,136,10,30,WH-03
PO10857,SUP-003,Supplier C,BR-2208,27-05-2024,31-05-2024,241,223,4,18,WH-03
PO10858,SUP-002,Supplier B,BR-2208,09-08-2025,13-08-2025,399,367,4,32,WH-03
PO10859,SUP-002,Supplier B,BR-2208,04-03-2024,06-03-2024,368,341,2,27,WH-03
PO10860,SUP-003,Supplier C,ZX-9910,15-11-2024,26-11-2024,352,342,11,10,WH-01
PO10861,SUP-003,Supplier C,MN-5544,02-11-2024,11-11-2024,167,135,9,32,WH-01
PO10862,SUP-003,Supplier C,BR-2208,27-01-2025,28-01-2025,247,244,1,3,WH-03
PO10863,SUP-003,Supplier C,AX-4312,31-12-2024,04-01-2025,289,263,4,26,WH-01
PO10864,SUP-002,Supplier B,ZX-9910,24-12-2025,30-12-2025,96,83,6,13,WH-01
PO10865,SUP-003,Supplier C,BR-2208,14-01-2026,25-01-2026,186,161,11,25,WH-03
PO10866,SUP-003,Supplier C,AX-4312,05-09-2025,10-09-2025,110,101,5,9,WH-01
PO10867,SUP-002,Supplier B,BR-2208,01-04-2024,03-04-2024,308,296,2,12,WH-03
PO10868,SUP-001,Supplier A,MN-5544,07-05-2024,18-05-2024,162,133,11,29,WH-01
PO10869,SUP-001,Supplier A,MN-5544,31-03-2024,06-04-2024,247,231,6,16,WH-01
PO10870,SUP-001,Supplier A,MN-5544,18-12-2025,29-12-2025,100,82,11,18,WH-01
PO10871,SUP-002,Supplier B,BR-2208,18-03-2024,28-03-2024,84,59,10,25,WH-03
PO10872,SUP-002,Supplier B,CL-7781,25-04-2024,28-04-2024,118,90,3,28,WH-01
PO10873,SUP-003,Supplier C,BR-2208,26-03-2025,31-03-2025,98,78,5,20,WH-03
PO10874,SUP-003,Supplier C,BR-2208,14-12-2025,24-12-2025,241,237,10,4,WH-03
PO10875,SUP-002,Supplier B,BR-2208,29-01-2026,02-02-2026,119,94,4,25,WH-03
PO10876,SUP-002,Supplier B,BR-2208,12-01-2026,16-01-2026,175,137,4,38,WH-03
PO10877,SUP-002,Supplier B,ZX-9910,20-04-2024,27-04-2024,178,155,7,23,WH-01
PO10878,SUP-003,Supplier C,MN-5544,18-11-2025,27-11-2025,149,144,9,5,WH-01
PO10879,SUP-002,Supplier B,CL-7781,28-04-2025,07-05-2025,231,201,9,30,WH-01
PO10880,SUP-001,Supplier A,CL-7781,01-03-2024,05-03-2024,201,177,4,24,WH-01
PO10881,SUP-003,Supplier C,AX-4312,08-04-2025,12-04-2025,262,233,4,29,WH-01
