po_number,supplier_id,supplier_name,part_number,expected_date,received_date,qty_ordered,qty_received,inbound_lead_time_days,discrepancy_qty,warehouse_id
PO10781,SUP-002,Supplier B,AX-4312,2025-02-01T00:00:00Z,2025-02-02T00:00:00Z,59,20,1,39,WH-01
PO10782,SUP-001,Supplier A,BR-2208,2024-06-16T00:00:00Z,2024-06-21T00:00:00Z,333,323,5,10,WH-03
PO10783,SUP-003,Supplier C,ZX-9910,2025-05-16T00:00:00Z,2025-05-23T00:00:00Z,339,332,7,7,WH-01
PO10784,SUP-003,Supplier C,MN-5544,2024-04-16T00:00:00Z,2024-04-27T00:00:00Z,263,256,11,7,WH-01
PO10785,SUP-001,Supplier A,MN-5544,2025-07-09T00:00:00Z,2025-07-10T00:00:00Z,128,112,1,16,WH-01
PO10786,SUP-002,Supplier B,ZX-9910,2024-09-29T00:00:00Z,2024-10-06T00:00:00Z,393,375,7,18,WH-01
PO10787,SUP-001,Supplier A,BR-2208,2024-07-26T00:00:00Z,2024-07-31T00:00:00Z,136,100,5,36,WH-03
PO10788,SUP-001,Supplier A,AX-4312,2025-05-26T00:00:00Z,2025-06-03T00:00:00Z,382,375,8,7,WH-01
PO10789,SUP-001,Supplier A,MN-5544,2024-09-25T00:00:00Z,2024-10-04T00:00:00Z,136,136,9,0,WH-01
PO10790,SUP-003,Supplier C,CL-7781,2024-08-16T00:00:00Z,2024-08-19T00:00:00Z,201,185,3,16,WH-01
PO10791,SUP-001,Supplier A,BR-2208,2025-09-24T00:00:00Z,2025-09-29T00:00:00Z,197,177,5,20,WH-03
PO10792,SUP-001,Supplier A,MN-5544,2025-11-01T00:00:00Z,2025-11-09T00:00:00Z,363,333,8,30,WH-01
PO10793,SUP-003,Supplier C,AX-4312,2024-04-17T00:00:00Z,2024-04-21T00:00:00Z,188,174,4,14,WH-01
PO10794,SUP-002,Supplier B,CL-7781,2024-04-09T00:00:00Z,2024-04-12T00:00:00Z,77,73,3,4,WH-01
PO10795,SUP-003,Supplier C,MN-5544,2025-12-19T00:00:00Z,2025-12-24T00:00:00Z,399,368,5,31,WH-01
PO10796,SUP-001,Supplier A,CL-7781,2025-05-22T00:00:00Z,2025-05-30T00:00:00Z,369,360,8,9,WH-01
PO10797,SUP-001,Supplier A,CL-7781,2025-05-10T00:00:00Z,2025-05-16T00:00:00Z,160,129,6,31,WH-01
PO10798,SUP-003,Supplier C,BR-2208,2025-02-17T00:00:00Z,2025-02-18T00:00:00Z,272,265,1,7,WH-03
PO10799,SUP-003,Supplier C,AX-4312,2024-08-08T00:00:00Z,2024-08-16T00:00:00Z,378,377,8,1,WH-01
PO10800,SUP-002,Supplier B,MN-5544,2025-05-10T00:00:00Z,2025-05-12T00:00:00Z,98,63,2,35,WH-01
PO10801,SUP-001,Supplier A,BR-2208,2024-04-25T00:00:00Z,2024-04-29T00:00:00Z,127,103,4,24,WH-03
PO10802,SUP-003,Supplier C,ZX-9910,2024-08-14T00:00:00Z,2024-08-24T00:00:00Z,168,159,10,9,WH-01
PO10803,SUP-002,Supplier B,ZX-9910,2026-01-04T00:00:00Z,2026-01-09T00:00:00Z,213,202,5,11,WH-01
PO10804,SUP-003,Supplier C,BR-2208,2026-02-16T00:00:00Z,2026-02-27T00:00:00Z,307,295,11,12,WH-03
PO10805,SUP-002,Supplier B,BR-2208,2024-06-22T00:00:00Z,2024-06-27T00:00:00Z,209,179,5,30,WH-03
PO10806,SUP-003,Supplier C,ZX-9910,2024-05-04T00:00:00Z,2024-05-06T00:00:00Z,60,51,2,9,WH-01
PO10807,SUP-002,Supplier B,CL-7781,2025-08-12T00:00:00Z,2025-08-13T00:00:00Z,232,224,1,8,WH-01
PO10808,SUP-002,Supplier B,AX-4312,2025-01-06T00:00:00Z,2025-01-15T00:00:00Z,364,351,9,13,WH-01
PO10809,SUP-003,Supplier C,CL-7781,2025-02-09T00:00:00Z,2025-02-19T00:00:00Z,163,142,10,21,WH-01
PO10810,SUP-002,Supplier B,CL-7781,2025-04-20T00:00:00Z,2025-04-24T00:00:00Z,262,231,4,31,WH-01
PO10811,SUP-002,Supplier B,ZX-9910,2025-11-07T00:00:00Z,2025-11-10T00:00:00Z,223,203,3,20,WH-01
PO10812,SUP-003,Supplier C,AX-4312,2024-11-05T00:00:00Z,2024-11-08T00:00:00Z,171,140,3,31,WH-01
PO10813,SUP-002,Supplier B,MN-5544,2024-05-17T00:00:00Z,2024-05-24T00:00:00Z,88,77,7,11,WH-01
PO10814,SUP-002,Supplier B,CL-7781,2024-12-04T00:00:00Z,2024-12-13T00:00:00Z,67,47,9,20,WH-01
PO10815,SUP-003,Supplier C,BR-2208,2024-11-07T00:00:00Z,2024-11-12T00:00:00Z,175,168,5,7,WH-03
PO10816,SUP-003,Supplier C,MN-5544,2024-05-07T00:00:00Z,2024-05-15T00:00:00Z,287,281,8,6,WH-01
PO10817,SUP-003,Supplier C,MN-5544,2026-02-08T00:00:00Z,2026-02-15T00:00:00Z,285,254,7,31,WH-01
PO10818,SUP-002,Supplier B,ZX-9910,2025-07-31T00:00:00Z,2025-08-11T00:00:00Z,305,284,11,21,WH-01
PO10819,SUP-002,Supplier B,AX-4312,2025-05-06T00:00:00Z,2025-05-12T00:00:00Z,284,260,6,24,WH-01
PO10820,SUP-001,Supplier A,ZX-9910,2025-01-11T00:00:00Z,2025-01-17T00:00:00Z,397,369,6,28,WH-01
PO10821,SUP-003,Supplier C,ZX-9910,2025-11-21T00:00:00Z,2025-11-23T00:00:00Z,307,279,2,28,WH-01
PO10822,SUP-003,Supplier C,CL-7781,2024-09-23T00:00:00Z,2024-09-28T00:00:00Z,332,302,5,30,WH-01
PO10823,SUP-003,Supplier C,BR-2208,2024-04-28T00:00:00Z,2024-05-01T00:00:00Z,137,125,3,12,WH-03
PO10824,SUP-001,Supplier A,MN-5544,2025-01-28T00:00:00Z,2025-02-03T00:00:00Z,220,184,6,36,WH-01
PO10825,SUP-002,Supplier B,CL-7781,2025-03-11T00:00:00Z,2025-03-12T00:00:00Z,233,231,1,2,WH-01
PO10826,SUP-001,Supplier A,ZX-9910,2024-06-27T00:00:00Z,2024-07-03T00:00:00Z,68,46,6,22,WH-01
PO10827,SUP-001,Supplier A,AX-4312,2025-02-22T00:00:00Z,2025-03-01T00:00:00Z,157,133,7,24,WH-01
PO10828,SUP-001,Supplier A,BR-2208,2025-10-08T00:00:00Z,2025-10-13T00:00:00Z,160,153,5,7,WH-03
PO10829,SUP-001,Supplier A,MN-5544,2024-11-08T00:00:00Z,2024-11-18T00:00:00Z,235,220,10,15,WH-01
PO10830,SUP-002,Supplier B,MN-5544,2025-06-09T00:00:00Z,2025-06-17T00:00:00Z,178,174,8,4,WH-01
PO10831,SUP-003,Supplier C,ZX-9910,2025-05-31T00:00:00Z,2025-06-03T00:00:00Z,153,119,3,34,WH-01
PO10832,SUP-003,Supplier C,BR-2208,2025-04-14T00:00:00Z,2025-04-24T00:00:00Z,59,39,10,20,WH-03
PO10833,SUP-003,Supplier C,BR-2208,2025-08-03T00:00:00Z,2025-08-10T00:00:00Z,268,242,7,26,WH-03
PO10834,SUP-003,Supplier C,BR-2208,2025-02-05T00:00:00Z,2025-02-07T00:00:00Z,161,149,2,12,WH-03
PO10835,SUP-001,Supplier A,ZX-9910,2026-02-03T00:00:00Z,2026-02-12T00:00:00Z,135,110,9,25,WH-01
PO10836,SUP-002,Supplier B,ZX-9910,2024-07-08T00:00:00Z,2024-07-18T00:00:00Z,103,92,10,11,WH-01
PO10837,SUP-001,Supplier A,ZX-9910,2025-12-27T00:00:00Z,2025-12-28T00:00:00Z,63,30,1,33,WH-01
PO10838,SUP-001,Supplier A,CL-7781,2026-02-21T00:00:00Z,2026-02-26T00:00:00Z,69,59,5,10,WH-01
PO10839,SUP-002,Supplier B,CL-7781,2024-07-09T00:00:00Z,2024-07-12T00:00:00Z,272,267,3,5,WH-01
PO10840,SUP-002,Supplier B,MN-5544,2025-12-27T00:00:00Z,2026-01-04T00:00:00Z,260,224,8,36,WH-01
PO10841,SUP-001,Supplier A,AX-4312,2025-12-13T00:00:00Z,2025-12-23T00:00:00Z,181,178,10,3,WH-01
PO10842,SUP-003,Supplier C,MN-5544,2024-03-15T00:00:00Z,2024-03-19T00:00:00Z,73,39,4,34,WH-01
PO10843,SUP-001,Supplier A,CL-7781,2025-10-07T00:00:00Z,2025-10-17T00:00:00Z,342,305,10,37,WH-01
PO10844,SUP-002,Supplier B,BR-2208,2024-11-21T00:00:00Z,2024-11-26T00:00:00Z,359,320,5,39,WH-03
PO10845,SUP-002,Supplier B,ZX-9910,2024-06-24T00:00:00Z,2024-07-01T00:00:00Z,251,214,7,37,WH-01
PO10846,SUP-001,Supplier A,BR-2208,2024-05-20T00:00:00Z,2024-05-24T00:00:00Z,237,218,4,19,WH-03
PO10847,SUP-001,Supplier A,CL-7781,2026-02-12T00:00:00Z,2026-02-13T00:00:00Z,168,162,1,6,WH-01
PO10848,SUP-001,Supplier A,BR-2208,2025-06-22T00:00:00Z,2025-06-26T00:00:00Z,270,257,4,13,WH-03
PO10849,SUP-003,Supplier C,ZX-9910,2024-09-29T00:00:00Z,2024-10-02T00:00:00Z,265,229,3,36,WH-01
PO10850,SUP-002,Supplier B,ZX-9910,2024-05-03T00:00:00Z,2024-05-13T00:00:00Z,104,101,10,3,WH-01
PO10851,SUP-002,Supplier B,MN-5544,2024-05-13T00:00:00Z,2024-05-21T00:00:00Z,303,280,8,23,WH-01
PO10852,SUP-002,Supplier B,CL-7781,2025-05-08T00:00:00Z,2025-05-10T00:00:00Z,207,190,2,17,WH-01
PO10853,SUP-003,Supplier C,BR-2208,2024-09-21T00:00:00Z,2024-09-24T00:00:00Z,208,190,3,18,WH-03
PO10854,SUP-003,Supplier C,CL-7781,2026-01-08T00:00:00Z,2026-01-09T00:00:00Z,368,350,1,18,WH-01
PO10855,SUP-001,Supplier A,AX-4312,2025-03-19T00:00:00Z,2025-03-25T00:00:00Z,201,190,6,11,WH-01
PO10856,SUP-002,Supplier B,BR-2208,2025-05-24T00:00:00Z,2025-06-03T00:00:00Z,166,136,10,30,WH-03
PO10857,SUP-003,Supplier C,BR-2208,2024-05-27T00:00:00Z,2024-05-31T00:00:00Z,241,223,4,18,WH-03
PO10858,SUP-002,Supplier B,BR-2208,2025-08-09T00:00:00Z,2025-08-13T00:00:00Z,399,367,4,32,WH-03
PO10859,SUP-002,Supplier B,BR-2208,2024-03-04T00:00:00Z,2024-03-06T00:00:00Z,368,341,2,27,WH-03
PO10860,SUP-003,Supplier C,ZX-9910,2024-11-15T00:00:00Z,2024-11-26T00:00:00Z,352,342,11,10,WH-01
PO10861,SUP-003,Supplier C,MN-5544,2024-11-02T00:00:00Z,2024-11-11T00:00:00Z,167,135,9,32,WH-01
PO10862,SUP-003,Supplier C,BR-2208,2025-01-27T00:00:00Z,2025-01-28T00:00:00Z,247,244,1,3,WH-03
PO10863,SUP-003,Supplier C,AX-4312,2024-12-31T00:00:00Z,2025-01-04T00:00:00Z,289,263,4,26,WH-01
PO10864,SUP-002,Supplier B,ZX-9910,2025-12-24T00:00:00Z,2025-12-30T00:00:00Z,96,83,6,13,WH-01
PO10865,SUP-003,Supplier C,BR-2208,2026-01-14T00:00:00Z,2026-01-25T00:00:00Z,186,161,11,25,WH-03
PO10866,SUP-003,Supplier C,AX-4312,2025-09-05T00:00:00Z,2025-09-10T00:00:00Z,110,101,5,9,WH-01
PO10867,SUP-002,Supplier B,BR-2208,2024-04-01T00:00:00Z,2024-04-03T00:00:00Z,308,296,2,12,WH-03
PO10868,SUP-001,Supplier A,MN-5544,2024-05-07T00:00:00Z,2024-05-18T00:00:00Z,162,133,11,29,WH-01
PO10869,SUP-001,Supplier A,MN-5544,2024-03-31T00:00:00Z,2024-04-06T00:00:00Z,247,231,6,16,WH-01
PO10870,SUP-001,Supplier A,MN-5544,2025-12-18T00:00:00Z,2025-12-29T00:00:00Z,100,82,11,18,WH-01
PO10871,SUP-002,Supplier B,BR-2208,2024-03-18T00:00:00Z,2024-03-28T00:00:00Z,84,59,10,25,WH-03
PO10872,SUP-002,Supplier B,CL-7781,2024-04-25T00:00:00Z,2024-04-28T00:00:00Z,118,90,3,28,WH-01
PO10873,SUP-003,Supplier C,BR-2208,2025-03-26T00:00:00Z,2025-03-31T00:00:00Z,98,78,5,20,WH-03
PO10874,SUP-003,Supplier C,BR-2208,2025-12-14T00:00:00Z,2025-12-24T00:00:00Z,241,237,10,4,WH-03
PO10875,SUP-002,Supplier B,BR-2208,2026-01-29T00:00:00Z,2026-02-02T00:00:00Z,119,94,4,25,WH-03
PO10876,SUP-002,Supplier B,BR-2208,2026-01-12T00:00:00Z,2026-01-16T00:00:00Z,175,137,4,38,WH-03
PO10877,SUP-002,Supplier B,ZX-9910,2024-04-20T00:00:00Z,2024-04-27T00:00:00Z,178,155,7,23,WH-01
PO10878,SUP-003,Supplier C,MN-5544,2025-11-18T00:00:00Z,2025-11-27T00:00:00Z,149,144,9,5,WH-01
PO10879,SUP-002,Supplier B,CL-7781,2025-04-28T00:00:00Z,2025-05-07T00:00:00Z,231,201,9,30,WH-01
PO10880,SUP-001,Supplier A,CL-7781,2024-03-01T00:00:00Z,2024-03-05T00:00:00Z,201,177,4,24,WH-01
PO10881,SUP-003,Supplier C,AX-4312,2025-04-08T00:00:00Z,2025-04-12T00:00:00Z,262,233,4,29,WH-01
PO10882,SUP-002,Supplier B,MN-5544,2025-05-17T00:00:00Z,2025-05-25T00:00:00Z,155,126,8,29,WH-01
PO10883,SUP-001,Supplier A,MN-5544,2025-12-03T00:00:00Z,2025-12-09T00:00:00Z,269,263,6,6,WH-01
PO10884,SUP-002,Supplier B,AX-4312,2026-02-17T00:00:00Z,2026-02-20T00:00:00Z,269,256,3,13,WH-01
PO10885,SUP-002,Supplier B,MN-5544,2024-04-02T00:00:00Z,2024-04-10T00:00:00Z,385,370,8,15,WH-01
PO10886,SUP-001,Supplier A,AX-4312,2025-07-28T00:00:00Z,2025-08-03T00:00:00Z,155,131,6,24,WH-01
PO10887,SUP-002,Supplier B,MN-5544,2024-05-23T00:00:00Z,2024-05-29T00:00:00Z,93,85,6,8,WH-01
PO10888,SUP-003,Supplier C,MN-5544,2025-07-14T00:00:00Z,2025-07-18T00:00:00Z,233,214,4,19,WH-01
PO10889,SUP-003,Supplier C,ZX-9910,2024-12-14T00:00:00Z,2024-12-16T00:00:00Z,299,279,2,20,WH-01
PO10890,SUP-003,Supplier C,AX-4312,2024-12-23T00:00:00Z,2024-12-27T00:00:00Z,227,195,4,32,WH-01
PO10891,SUP-003,Supplier C,ZX-9910,2024-04-07T00:00:00Z,2024-04-18T00:00:00Z,56,51,11,5,WH-01
PO10892,SUP-001,Supplier A,MN-5544,2025-02-06T00:00:00Z,2025-02-08T00:00:00Z,209,199,2,10,WH-01
PO10893,SUP-003,Supplier C,ZX-9910,2025-08-26T00:00:00Z,2025-08-30T00:00:00Z,192,186,4,6,WH-01
PO10894,SUP-003,Supplier C,MN-5544,2025-05-17T00:00:00Z,2025-05-22T00:00:00Z,203,190,5,13,WH-01
PO10895,SUP-002,Supplier B,AX-4312,2025-04-09T00:00:00Z,2025-04-18T00:00:00Z,214,194,9,20,WH-01
PO10896,SUP-002,Supplier B,ZX-9910,2025-10-28T00:00:00Z,2025-10-30T00:00:00Z,118,116,2,2,WH-01
PO10897,SUP-003,Supplier C,MN-5544,2024-10-04T00:00:00Z,2024-10-11T00:00:00Z,267,231,7,36,WH-01
PO10898,SUP-003,Supplier C,BR-2208,2025-05-01T00:00:00Z,2025-05-09T00:00:00Z,354,336,8,18,WH-03
PO10899,SUP-001,Supplier A,MN-5544,2026-02-20T00:00:00Z,2026-02-23T00:00:00Z,394,374,3,20,WH-01
PO10900,SUP-003,Supplier C,CL-7781,2025-11-13T00:00:00Z,2025-11-22T00:00:00Z,210,207,9,3,WH-02
PO10901,SUP-002,Supplier B,MN-5544,2024-08-25T00:00:00Z,2024-09-04T00:00:00Z,376,355,10,21,WH-01
PO10902,SUP-002,Supplier B,CL-7781,2025-04-11T00:00:00Z,2025-04-18T00:00:00Z,338,322,7,16,WH-01
PO10903,SUP-001,Supplier A,BR-2208,2024-06-13T00:00:00Z,2024-06-21T00:00:00Z,110,77,8,33,WH-03
PO10904,SUP-003,Supplier C,CL-7781,2025-06-21T00:00:00Z,2025-07-01T00:00:00Z,92,54,10,38,WH-01
PO10905,SUP-001,Supplier A,ZX-9910,2024-04-01T00:00:00Z,2024-04-07T00:00:00Z,226,210,6,16,WH-01
PO10906,SUP-002,Supplier B,AX-4312,2024-11-20T00:00:00Z,2024-11-22T00:00:00Z,247,214,2,33,WH-01
PO10907,SUP-002,Supplier B,MN-5544,2025-01-30T00:00:00Z,2025-01-31T00:00:00Z,379,359,1,20,WH-01
PO10908,SUP-003,Supplier C,ZX-9910,2025-12-27T00:00:00Z,2026-01-01T00:00:00Z,51,30,5,21,WH-01
PO10909,SUP-002,Supplier B,BR-2208,2024-08-20T00:00:00Z,2024-08-29T00:00:00Z,115,106,9,9,WH-03
PO10910,SUP-001,Supplier A,ZX-9910,2025-05-11T00:00:00Z,2025-05-13T00:00:00Z,193,155,2,38,WH-01
PO10911,SUP-003,Supplier C,MN-5544,2025-07-21T00:00:00Z,2025-07-27T00:00:00Z,125,102,6,23,WH-01
PO10912,SUP-001,Supplier A,MN-5544,2024-12-01T00:00:00Z,2024-12-09T00:00:00Z,343,334,8,9,WH-01
PO10913,SUP-001,Supplier A,MN-5544,2025-06-20T00:00:00Z,2025-06-23T00:00:00Z,241,210,3,31,WH-01
PO10914,SUP-003,Supplier C,MN-5544,2024-10-09T00:00:00Z,2024-10-16T00:00:00Z,326,307,7,19,WH-01
PO10915,SUP-001,Supplier A,BR-2208,2024-07-24T00:00:00Z,2024-08-03T00:00:00Z,117,96,10,21,WH-03
PO10916,SUP-003,Supplier C,CL-7781,2026-02-20T00:00:00Z,2026-02-28T00:00:00Z,281,261,8,20,WH-01
PO10917,SUP-001,Supplier A,CL-7781,2025-09-23T00:00:00Z,2025-09-29T00:00:00Z,165,138,6,27,WH-01
PO10918,SUP-001,Supplier A,AX-4312,2024-11-03T00:00:00Z,2024-11-14T00:00:00Z,217,190,11,27,WH-01
PO10919,SUP-002,Supplier B,BR-2208,2025-05-07T00:00:00Z,2025-05-17T00:00:00Z,115,91,10,24,WH-03
PO10920,SUP-003,Supplier C,ZX-9910,2024-07-08T00:00:00Z,2024-07-16T00:00:00Z,303,301,8,2,WH-01
PO10921,SUP-001,Supplier A,AX-4312,2025-03-05T00:00:00Z,2025-03-13T00:00:00Z,93,61,8,32,WH-01
PO10922,SUP-002,Supplier B,BR-2208,2024-11-22T00:00:00Z,2024-12-02T00:00:00Z,276,271,10,5,WH-03
PO10923,SUP-001,Supplier A,MN-5544,2025-07-27T00:00:00Z,2025-08-03T00:00:00Z,328,304,7,24,WH-01
PO10924,SUP-003,Supplier C,AX-4312,2024-09-24T00:00:00Z,2024-10-05T00:00:00Z,227,209,11,18,WH-01
PO10925,SUP-002,Supplier B,AX-4312,2024-06-03T00:00:00Z,2024-06-08T00:00:00Z,356,346,5,10,WH-01
PO10926,SUP-001,Supplier A,MN-5544,2025-12-30T00:00:00Z,2026-01-07T00:00:00Z,317,308,8,9,WH-01
PO10927,SUP-003,Supplier C,ZX-9910,2024-11-28T00:00:00Z,2024-12-06T00:00:00Z,346,311,8,35,WH-01
PO10928,SUP-001,Supplier A,AX-4312,2024-08-14T00:00:00Z,2024-08-19T00:00:00Z,134,127,5,7,WH-01
PO10929,SUP-001,Supplier A,BR-2208,2024-03-16T00:00:00Z,2024-03-23T00:00:00Z,96,82,7,14,WH-03
PO10930,SUP-002,Supplier B,MN-5544,2024-12-06T00:00:00Z,2024-12-14T00:00:00Z,259,240,8,19,WH-01
PO10931,SUP-002,Supplier B,CL-7781,2026-01-16T00:00:00Z,2026-01-22T00:00:00Z,317,316,6,1,WH-01
PO10932,SUP-002,Supplier B,AX-4312,2025-02-25T00:00:00Z,2025-03-04T00:00:00Z,385,383,7,2,WH-01
PO10933,SUP-003,Supplier C,ZX-9910,2025-08-12T00:00:00Z,2025-08-15T00:00:00Z,332,293,3,39,WH-01
PO10934,SUP-003,Supplier C,ZX-9910,2025-09-25T00:00:00Z,2025-10-01T00:00:00Z,269,269,6,0,WH-02
PO10935,SUP-003,Supplier C,ZX-9910,2026-01-29T00:00:00Z,2026-02-05T00:00:00Z,57,21,7,36,WH-01
PO10936,SUP-001,Supplier A,BR-2208,2025-07-03T00:00:00Z,2025-07-14T00:00:00Z,150,147,11,3,WH-03
PO10937,SUP-003,Supplier C,BR-2208,2024-04-04T00:00:00Z,2024-04-10T00:00:00Z,295,277,6,18,WH-03
PO10938,SUP-002,Supplier B,BR-2208,2026-02-12T00:00:00Z,2026-02-21T00:00:00Z,61,51,9,10,WH-03
PO10939,SUP-003,Supplier C,BR-2208,2024-11-24T00:00:00Z,2024-12-01T00:00:00Z,65,65,7,0,WH-03
PO10940,SUP-001,Supplier A,BR-2208,2025-10-29T00:00:00Z,2025-11-05T00:00:00Z,70,41,7,29,WH-03
PO10941,SUP-001,Supplier A,ZX-9910,2025-11-07T00:00:00Z,2025-11-09T00:00:00Z,309,282,2,27,WH-01
PO10942,SUP-003,Supplier C,CL-7781,2024-07-18T00:00:00Z,2024-07-24T00:00:00Z,272,246,6,26,WH-01
PO10943,SUP-001,Supplier A,BR-2208,2025-01-20T00:00:00Z,2025-01-25T00:00:00Z,74,72,5,2,WH-03
PO10944,SUP-002,Supplier B,CL-7781,2024-07-25T00:00:00Z,2024-07-26T00:00:00Z,245,221,1,24,WH-01
PO10945,SUP-003,Supplier C,ZX-9910,2025-05-16T00:00:00Z,2025-05-20T00:00:00Z,203,199,4,4,WH-01
PO10946,SUP-002,Supplier B,ZX-9910,2025-10-14T00:00:00Z,2025-10-17T00:00:00Z,238,211,3,27,WH-01
PO10947,SUP-001,Supplier A,AX-4312,2024-04-02T00:00:00Z,2024-04-11T00:00:00Z,183,165,9,18,WH-01
PO10948,SUP-002,Supplier B,CL-7781,2025-08-09T00:00:00Z,2025-08-18T00:00:00Z,262,239,9,23,WH-01
PO10949,SUP-002,Supplier B,BR-2208,2025-11-18T00:00:00Z,2025-11-20T00:00:00Z,180,169,2,11,WH-03
PO10950,SUP-003,Supplier C,MN-5544,2024-11-16T00:00:00Z,2024-11-26T00:00:00Z,326,299,10,27,WH-01
PO10951,SUP-003,Supplier C,MN-5544,2025-08-14T00:00:00Z,2025-08-22T00:00:00Z,267,235,8,32,WH-01
PO10952,SUP-001,Supplier A,ZX-9910,2026-01-31T00:00:00Z,2026-02-05T00:00:00Z,212,179,5,33,WH-01
PO10953,SUP-001,Supplier A,BR-2208,2025-04-10T00:00:00Z,2025-04-19T00:00:00Z,356,339,9,17,WH-03
PO10954,SUP-003,Supplier C,ZX-9910,2025-04-09T00:00:00Z,2025-04-19T00:00:00Z,124,102,10,22,WH-01
PO10955,SUP-002,Supplier B,ZX-9910,2024-06-24T00:00:00Z,2024-06-30T00:00:00Z,322,318,6,4,WH-01
PO10956,SUP-002,Supplier B,AX-4312,2025-04-28T00:00:00Z,2025-05-09T00:00:00Z,399,385,11,14,WH-01
PO10957,SUP-001,Supplier A,CL-7781,2024-10-29T00:00:00Z,2024-11-09T00:00:00Z,338,319,11,19,WH-01
PO10958,SUP-002,Supplier B,ZX-9910,2026-02-27T00:00:00Z,2026-03-01T00:00:00Z,115,81,2,34,WH-01
PO10959,SUP-001,Supplier A,ZX-9910,2024-11-24T00:00:00Z,2024-12-02T00:00:00Z,297,270,8,27,WH-01
PO10960,SUP-001,Supplier A,AX-4312,2025-10-29T00:00:00Z,2025-11-05T00:00:00Z,250,231,7,19,WH-01
PO10961,SUP-003,Supplier C,ZX-9910,2024-09-11T00:00:00Z,2024-09-12T00:00:00Z,296,274,1,22,WH-01
PO10962,SUP-003,Supplier C,AX-4312,2025-08-30T00:00:00Z,2025-09-02T00:00:00Z,53,29,3,24,WH-01
PO10963,SUP-003,Supplier C,AX-4312,2024-06-13T00:00:00Z,2024-06-19T00:00:00Z,192,172,6,20,WH-01
PO10964,SUP-001,Supplier A,AX-4312,2024-12-22T00:00:00Z,2024-12-25T00:00:00Z,362,349,3,13,WH-01
PO10965,SUP-003,Supplier C,BR-2208,2024-05-24T00:00:00Z,2024-05-28T00:00:00Z,88,80,4,8,WH-03
PO10966,SUP-003,Supplier C,ZX-9910,2024-04-21T00:00:00Z,2024-04-24T00:00:00Z,301,289,3,12,WH-01
PO10967,SUP-003,Supplier C,CL-7781,2026-01-26T00:00:00Z,2026-01-28T00:00:00Z,164,132,2,32,WH-01
PO10968,SUP-001,Supplier A,CL-7781,2025-03-14T00:00:00Z,2025-03-20T00:00:00Z,300,274,6,26,WH-02
PO10969,SUP-001,Supplier A,CL-7781,2025-08-22T00:00:00Z,2025-08-29T00:00:00Z,140,107,7,33,WH-01
PO10970,SUP-002,Supplier B,CL-7781,2025-07-16T00:00:00Z,2025-07-24T00:00:00Z,95,58,8,37,WH-01
PO10971,SUP-002,Supplier B,AX-4312,2025-08-27T00:00:00Z,2025-08-31T00:00:00Z,377,343,4,34,WH-01
PO10972,SUP-001,Supplier A,CL-7781,2024-03-01T00:00:00Z,2024-03-04T00:00:00Z,79,66,3,13,WH-01
PO10973,SUP-003,Supplier C,ZX-9910,2024-04-17T00:00:00Z,2024-04-28T00:00:00Z,133,109,11,24,WH-01
PO10974,SUP-003,Supplier C,BR-2208,2025-08-21T00:00:00Z,2025-08-29T00:00:00Z,393,380,8,13,WH-03
PO10975,SUP-003,Supplier C,AX-4312,2024-09-26T00:00:00Z,2024-10-06T00:00:00Z,151,129,10,22,WH-01
PO10976,SUP-002,Supplier B,MN-5544,2024-11-23T00:00:00Z,2024-11-29T00:00:00Z,132,130,6,2,WH-01
PO10977,SUP-002,Supplier B,AX-4312,2024-12-22T00:00:00Z,2025-01-01T00:00:00Z,324,316,10,8,WH-01
PO10978,SUP-002,Supplier B,CL-7781,2024-03-31T00:00:00Z,2024-04-04T00:00:00Z,222,216,4,6,WH-01
PO10979,SUP-001,Supplier A,AX-4312,2024-03-31T00:00:00Z,2024-04-09T00:00:00Z,300,282,9,18,WH-01
PO10980,SUP-001,Supplier A,MN-5544,2024-08-07T00:00:00Z,2024-08-11T00:00:00Z,169,132,4,37,WH-01
PO10981,SUP-001,Supplier A,MN-5544,2025-11-11T00:00:00Z,2025-11-16T00:00:00Z,366,331,5,35,WH-01
PO10982,SUP-001,Supplier A,AX-4312,2024-06-22T00:00:00Z,2024-06-30T00:00:00Z,335,327,8,8,WH-01
PO10983,SUP-002,Supplier B,BR-2208,2025-09-15T00:00:00Z,2025-09-16T00:00:00Z,357,333,1,24,WH-03
PO10984,SUP-003,Supplier C,BR-2208,2024-06-18T00:00:00Z,2024-06-29T00:00:00Z,358,324,11,34,WH-03
PO10985,SUP-003,Supplier C,MN-5544,2024-12-05T00:00:00Z,2024-12-14T00:00:00Z,383,354,9,29,WH-01
PO10986,SUP-002,Supplier B,CL-7781,2026-01-26T00:00:00Z,2026-02-04T00:00:00Z,245,242,9,3,WH-01
PO10987,SUP-001,Supplier A,MN-5544,2025-03-20T00:00:00Z,2025-03-28T00:00:00Z,51,30,8,21,WH-01
PO10988,SUP-003,Supplier C,AX-4312,2024-11-01T00:00:00Z,2024-11-10T00:00:00Z,169,154,9,15,WH-01
PO10989,SUP-003,Supplier C,MN-5544,2026-02-26T00:00:00Z,2026-02-27T00:00:00Z,207,196,1,11,WH-01
PO10990,SUP-001,Supplier A,BR-2208,2024-08-05T00:00:00Z,2024-08-08T00:00:00Z,316,296,3,20,WH-03
